player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,3,1,1,0,0,1,0,.288,.354,.350
J. Sánchez,3,1,1,1,1,0,0,.260,.321,.420
H. Hernandez,1,0,0,0,0,0,1,.321,.372,.500
D. Hill,1,1,0,0,0,0,0,.211,.276,.322
O. Lopez,5,1,1,1,0,0,1,.249,.318,.392
A. Ramirez,5,1,2,1,0,0,0,.245,.291,.469
J. Sanoja,0,1,0,0,0,0,0,.232,.278,.333
K. Stowers,5,2,3,5,2,0,2,.298,.371,.563
L. Hicks,4,0,1,0,0,0,0,.273,.365,.407
E. Wagaman,0,0,0,0,0,0,0,.241,.284,.356
D. Myers,4,0,0,0,0,0,3,.277,.324,.374
G. Pauley,4,0,2,0,0,0,1,.213,.268,.281
N. Fortes,3,0,0,0,0,1,1,.250,.300,.358
