player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Steer,4,1,2,0,0,0,1,.236,.303,.398
N. Marte,4,0,1,0,0,0,2,.294,.331,.504
E. De La Cruz,4,0,1,0,0,0,2,.273,.344,.453
M. Andujar,3,1,0,1,0,1,0,.339,.413,.589
A. Hays,4,1,2,2,1,0,1,.268,.324,.454
J. Trevino,2,0,0,0,0,0,1,.244,.281,.374
G. Lux,1,0,0,0,0,0,1,.278,.355,.384
W. Banfield,1,0,0,0,0,0,0,.000,.000,.000
K. Hayes,3,0,0,0,0,0,1,.250,.321,.421
S. Espinal,2,0,0,0,0,0,0,.244,.295,.285
W. Benson,1,0,0,0,0,0,1,.219,.271,.406
M. McLain,3,0,1,0,0,0,1,.220,.298,.329
