player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,3,1,1,2,0,1,0,.272,.333,.551
R. Jeffers,3,0,0,0,0,2,2,.258,.349,.392
M. Wallner,4,0,1,0,0,0,1,.210,.314,.485
A. Martin,1,1,0,0,0,0,0,.268,.358,.366
L. Keaschall,5,0,1,0,0,0,2,.310,.405,.496
T. Larnach,4,0,2,0,0,0,2,.252,.325,.411
B. Lee,4,0,1,1,0,0,0,.244,.293,.384
R. Lewis,4,2,1,1,1,0,0,.230,.288,.389
E. Julien,2,0,1,0,0,1,1,.197,.286,.317
D. Keirsey Jr.,0,1,0,0,0,0,0,.110,.141,.183
K. Clemens,1,0,0,0,0,0,0,.211,.281,.429
J. Outman,3,0,0,0,0,1,1,.179,.256,.282
