player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,3,0,0,1,0,2,2,.279,.383,.610
M. Betts,4,0,0,1,0,0,0,.246,.316,.386
W. Smith,4,0,0,0,0,1,1,.326,.430,.548
F. Freeman,4,0,0,0,0,1,2,.299,.368,.480
A. Pages,5,0,1,0,0,0,2,.283,.323,.484
T. Edman,5,0,0,0,0,0,1,.234,.291,.413
M. Rojas,3,2,2,0,0,1,0,.250,.294,.391
E. Ruiz,3,0,1,0,0,0,2,.300,.300,.300
M. Conforto,1,0,0,0,0,0,1,.175,.294,.306
J. Outman,1,0,0,0,0,1,0,.125,.222,.344
T. Hernández,0,0,0,0,0,1,0,.257,.293,.468
H. Kim,1,0,1,0,0,0,0,.333,.376,.461
