player,ip,h,r,er,bb,k,hr,pc_st,era
N. Cameron,5.0,5,3,3,5,5,1,93-54,3.03
J. Bowlan,2.0,0,0,0,1,2,0,31-19,3.67
L. Erceg,1.0,0,0,0,0,2,0,11-8,2.67
C. Estevez,1.0,1,0,0,0,2,0,16-11,2.54
