player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,4,2,2,1,0,0,0,.299,.352,.449
E. Sosa,1,1,1,1,0,1,0,.272,.312,.436
K. Schwarber,6,4,4,9,4,0,0,.248,.370,.586
B. Harper,3,3,2,1,1,1,1,.270,.362,.505
W. Wilson,2,0,0,0,0,0,1,.206,.289,.324
J.T. Realmuto,3,2,1,2,1,1,1,.271,.327,.411
R. Marchan,1,0,1,0,0,0,0,.193,.287,.265
B. Marsh,5,0,2,0,0,0,0,.262,.324,.397
A. Bohm,5,1,1,2,0,0,0,.285,.333,.402
M. Kepler,4,2,1,2,1,1,0,.216,.300,.382
H. Bader,5,3,4,0,0,0,0,.313,.397,.493
B. Stott,5,1,1,1,0,0,0,.243,.317,.365
