player,ip,h,r,er,bb,k,hr,pc_st,era
W. Buehler,4.1,9,3,3,3,0,1,84-54,5.74
J. Wilson,0.2,0,0,0,0,2,0,10-7,2.60
S. Matz,1.0,0,0,0,1,1,0,11-7,3.38
G. Whitlock,1.0,2,0,0,0,0,0,16-13,2.92
J. Hicks,1.0,2,0,0,1,2,0,23-15,6.16
J. Alcala,0.1,1,0,0,1,0,0,11-4,6.02
A. Chapman,0.2,0,0,0,0,1,0,12-10,1.24
