player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Lukes,4,3,3,1,0,2,0,.258,.348,.410
B. Bichette,6,2,3,6,2,0,0,.299,.340,.469
V. Guerrero Jr.,5,1,1,0,0,0,0,.288,.393,.460
T. France,1,1,1,0,0,0,0,.222,.222,.222
A. Barger,5,2,2,0,0,1,1,.262,.316,.498
A. Kirk,5,0,2,0,0,0,0,.302,.360,.408
T. Heineman,1,0,0,0,0,0,1,.330,.397,.500
D. Varsho,5,1,2,4,1,0,0,.204,.241,.534
M. Straw,1,0,1,0,0,0,0,.257,.301,.342
E. Clement,6,3,5,1,0,0,0,.289,.325,.394
J. Loperfido,6,2,3,1,0,0,1,.386,.427,.543
D. Schneider,5,0,2,2,0,0,2,.226,.364,.406
