player,ip,h,r,er,bb,k,hr,pc_st,era
S. Gipson-Long,4.0,5,6,6,2,3,2,70-40,5.59
B. Horn,1.1,2,0,0,0,0,0,14-11,1.23
C. Paddack,1.1,8,6,6,0,1,2,41-27,5.37
T. Kahnle,0.1,0,0,0,0,0,0,4-2,4.73
B. Hanifee,1.0,1,0,0,0,0,0,15-9,3.12
J. Rogers,1.0,1,0,0,0,0,0,8-7,2.45
