player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,6,1,2,0,0,0,3,.304,.364,.472
Y. Alvarez,5,1,3,2,1,0,2,.277,.375,.453
M. Dubon,1,0,1,2,0,0,0,.251,.299,.372
J. Altuve,4,0,0,0,0,1,2,.266,.331,.446
R. Urias,1,0,1,1,0,0,0,.264,.299,.417
C. Correa,6,1,1,0,0,0,1,.299,.352,.425
J. Sanchez,2,0,0,0,0,1,1,.237,.308,.412
C. Smith,1,2,1,0,0,1,0,.242,.315,.361
V. Caratini,2,0,0,0,0,1,1,.273,.329,.422
T. Trammell,1,2,1,0,0,0,0,.208,.309,.358
C. Walker,5,2,2,2,1,0,1,.234,.298,.408
Y. Diaz,5,1,2,3,0,0,0,.252,.283,.411
J. Meyers,5,1,1,1,0,0,1,.306,.366,.401
