player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,0,0,0,0,2,.267,.339,.401
R. Devers,4,1,1,1,0,0,0,.253,.357,.479
W. Adames,2,0,0,0,0,2,2,.228,.317,.425
D. Smith,3,0,1,1,0,0,2,.292,.343,.415
W. Flores,1,0,1,0,0,0,0,.244,.313,.386
C. Koss,0,0,0,0,0,0,0,.252,.294,.351
M. Chapman,3,0,1,1,0,1,0,.238,.350,.449
J. Lee,4,0,0,0,0,0,2,.267,.329,.411
C. Schmitt,4,0,1,0,0,0,1,.239,.308,.402
D. Gilbert,3,1,0,0,0,1,0,.250,.281,.500
A. Knizner,1,1,0,0,0,1,1,.209,.274,.269
P. Bailey,2,0,0,0,0,0,1,.216,.273,.300
