player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Carroll,5,0,0,0,0,0,3,.247,.321,.540
K. Marte,4,0,0,0,0,1,2,.287,.389,.545
G. Perdomo,3,3,1,0,0,2,0,.278,.379,.426
L. Gurriel Jr.,5,2,2,4,2,0,1,.249,.296,.412
T. Locklear,3,0,0,0,0,2,2,.176,.333,.353
J. McCarthy,3,0,1,0,0,0,1,.161,.234,.295
J. Barrosa,2,0,0,0,0,0,0,.133,.156,.233
B. Alexander,5,0,1,0,0,0,2,.229,.299,.343
A. Thomas,3,0,0,0,0,0,0,.258,.307,.397
J. Herrera,3,0,1,0,0,0,0,.191,.288,.250
A. Del Castillo,1,0,0,0,0,0,0,.216,.231,.243
J. McCann,0,0,0,0,0,0,0,.245,.365,.396
