player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Freeman,4,0,0,0,0,0,2,.281,.358,.363
M. Moniak,3,0,0,0,0,0,3,.263,.303,.500
B. Doyle,1,0,0,0,0,0,0,.246,.290,.394
H. Goodman,4,0,0,0,0,0,1,.282,.327,.536
J. Beck,2,1,0,0,0,1,1,.269,.331,.438
E. Tovar,3,0,0,0,0,0,1,.271,.314,.431
W. Bernabel,0,0,0,0,0,0,0,.264,.301,.434
K. Farmer,2,0,0,1,0,0,0,.225,.278,.359
K. Karros,3,0,0,0,0,0,2,.242,.314,.319
Y. Fernandez,3,0,0,0,0,0,1,.255,.282,.377
R. Ritter,2,0,1,0,0,1,1,.248,.296,.357
O. Arcia,0,0,0,0,0,0,0,.206,.244,.316
