player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,5,0,2,0,0,0,0,.242,.303,.377
J. Jackson,5,0,2,1,0,0,1,.329,.346,.468
G. Henderson,3,0,0,0,0,0,1,.277,.348,.461
R. Mountcastle,4,0,1,0,0,0,1,.251,.288,.353
E. Rivera,4,0,2,0,0,0,1,.240,.305,.280
D. Johnson,0,0,0,0,0,0,0,.143,.200,.143
L. Vazquez,0,0,0,0,0,0,0,.139,.162,.250
C. Cowser,3,0,0,0,0,1,2,.219,.284,.413
C. Mayo,3,0,0,0,0,0,0,.188,.269,.320
D. Beavers,1,0,0,0,0,0,1,.333,.463,.545
D. Carlson,3,0,1,0,0,1,1,.212,.272,.360
A. Jackson,3,2,1,1,1,0,0,.250,.308,.567
