player,ip,h,r,er,bb,k,hr,pc_st,era
S. Woods Richardson,5.0,1,0,0,1,4,0,53-38,5.13
B. Stewart,1.0,0,0,0,0,2,0,10-7,2.45
L. Varland,2.0,1,0,0,0,0,0,22-15,2.23
J. Duran,1.0,1,1,1,1,1,0,21-12,1.64
C. Sands,0.2,1,1,0,0,1,0,12-9,3.94
