player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
I. Happ,4,0,1,0,0,0,0,.233,.326,.391
J. Berti,1,0,0,0,0,0,1,.207,.258,.230
K. Tucker,4,0,0,0,0,0,2,.284,.388,.518
S. Suzuki,4,1,1,1,1,0,2,.261,.317,.552
J. Turner,0,0,0,0,0,0,0,.210,.293,.267
P. Crow-Armstrong,4,4,4,2,2,0,0,.274,.309,.559
D. Swanson,4,2,2,2,1,0,0,.254,.304,.436
V. Brujan,0,0,0,0,0,0,0,.156,.182,.219
M. Busch,4,3,4,5,3,0,0,.288,.373,.546
C. Kelly,4,1,1,1,1,0,0,.264,.370,.489
R. McGuire,0,0,0,0,0,0,0,.222,.250,.519
N. Hoerner,4,0,0,0,0,0,0,.281,.329,.369
M. Shaw,4,0,0,0,0,0,0,.214,.293,.302
