player,ip,h,r,er,bb,k,hr,pc_st,era
M. Brown,1.2,5,6,6,1,1,1,44-30,12.54
A. Chivilli,2.1,2,0,0,0,1,0,29-19,6.58
R. Contreras,0.2,3,4,4,1,1,0,30-17,7.20
J. Hill,1.1,4,0,0,1,1,0,30-19,4.12
A. Molina,1.1,1,0,0,0,3,0,28-18,7.71
J. Herget,1.2,1,0,0,1,2,0,28-19,2.50
