player,ip,h,r,er,bb,k,hr,pc_st,era
D. Peterson,6.2,5,2,1,3,4,1,103-69,3.18
R. Stanek,1.1,0,0,0,0,3,0,15-12,3.90
E. Diaz,1.0,1,0,0,0,2,0,16-10,1.85
