player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Yastrzemski,4,0,0,0,0,0,1,.232,.315,.537
B. Witt Jr.,3,0,0,0,0,0,1,.294,.352,.503
N. Loftin,1,0,0,0,0,0,0,.196,.273,.340
V. Pasquantino,4,1,2,0,0,0,0,.260,.321,.469
M. Garcia,4,1,2,2,1,0,0,.294,.357,.472
S. Perez,4,0,0,0,0,0,0,.238,.282,.441
A. Frazier,3,0,1,0,0,0,1,.299,.331,.441
M. Massey,3,0,0,0,0,0,1,.217,.233,.274
J. Caglianone,2,0,0,0,0,1,1,.143,.210,.273
D. Lynch,0,0,0,0,0,0,0,.000,.000,.000
T. Clarke,0,0,0,0,0,0,0,.000,.000,.000
C. Estevez,0,0,0,0,0,0,0,.000,.000,.000
K. Isbel,3,0,1,0,0,0,1,.263,.305,.365
