player,ip,h,r,er,bb,k,hr,pc_st,era
S. Manaea,3.2,8,5,5,1,6,2,83-55,5.60
G. Soto,0.2,2,1,1,0,1,0,11-9,3.44
R. Stanek,0.2,0,0,0,1,0,0,14-9,5.24
T. Rogers,1.0,1,0,0,0,1,0,15-12,1.90
R. Helsley,0.2,2,1,1,0,0,0,5-5,4.47
B. Raley,1.0,1,1,1,0,0,0,15-11,2.20
E. Diaz,1.1,0,0,0,0,2,0,11-10,1.87
