player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,3,2,1,1,1,2,0,.284,.391,.629
M. Betts,4,1,1,0,0,0,1,.242,.313,.370
F. Freeman,5,1,2,0,0,0,0,.304,.376,.486
T. Hernández,5,0,2,2,0,0,2,.256,.290,.464
J. Dean,0,0,0,0,0,0,0,.000,.000,.000
M. Muncy,4,0,0,0,0,1,2,.258,.389,.491
A. Pages,4,0,2,1,0,1,0,.280,.323,.462
M. Conforto,3,0,0,0,0,0,2,.187,.299,.327
A. Call,2,0,0,0,0,0,1,.118,.211,.176
A. Freeland,1,1,0,0,0,1,0,.194,.342,.194
M. Rojas,2,0,1,0,0,0,1,.242,.301,.393
D. Rushing,3,1,2,2,1,0,0,.202,.269,.298
W. Smith,1,0,0,0,0,0,0,.312,.414,.516
