player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,5,1,1,0,0,0,0,.277,.336,.390
D. Schneemann,4,0,2,0,0,0,1,.229,.311,.387
D. Fry,1,0,0,0,0,0,1,.171,.227,.360
M. Festa,0,0,0,0,0,0,0,.000,.000,.000
J. Ramirez,3,0,1,0,0,1,0,.291,.366,.517
K. Manzardo,3,0,0,0,0,0,1,.233,.318,.466
C. Santana,0,0,0,0,0,0,0,.226,.319,.334
B. Naylor,4,0,0,1,0,0,1,.179,.276,.357
G. Arias,3,0,0,0,0,1,2,.226,.283,.373
C. Kayfus,4,1,1,0,0,0,2,.240,.296,.460
N. Jones,0,0,0,0,0,0,0,.214,.308,.297
B. Rocchio,4,0,0,1,0,0,0,.229,.283,.338
A. Martinez,4,0,1,0,0,0,2,.231,.267,.377
