player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Jones,3,1,1,1,1,0,1,.500,.500,1.000
K. Carpenter,2,0,0,0,0,0,2,.260,.289,.477
G. Torres,4,1,3,1,0,1,0,.276,.377,.419
R. Greene,5,0,1,1,0,0,2,.275,.331,.491
D. Dingler,4,0,1,0,0,0,1,.277,.305,.441
S. Torkelson,4,0,0,0,0,0,2,.233,.341,.490
Z. McKinstry,4,0,0,0,0,0,0,.272,.355,.424
W. Perez,3,1,2,1,1,1,0,.302,.345,.623
J. Baez,3,1,1,0,0,1,0,.280,.317,.440
P. Meadows,3,0,0,0,0,0,1,.143,.234,.286
C. Keith,1,0,0,0,0,0,0,.249,.340,.389
