player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Garcia,5,0,1,2,0,0,0,.297,.360,.463
B. Witt Jr.,5,0,1,0,0,0,2,.296,.353,.501
V. Pasquantino,4,1,1,0,0,0,0,.262,.321,.474
S. Perez,4,0,0,0,0,0,1,.244,.290,.443
R. Grichuk,2,0,0,0,0,0,1,.232,.317,.339
M. Yastrzemski,2,1,1,0,0,0,0,.250,.346,.559
J. India,4,2,2,0,0,0,1,.236,.328,.348
N. Loftin,2,0,0,0,0,0,1,.200,.272,.352
M. Massey,2,0,1,2,0,0,0,.203,.222,.257
A. Frazier,3,1,1,0,0,0,2,.287,.327,.406
T. Tolbert,1,0,0,0,0,0,0,.242,.278,.364
K. Isbel,1,0,1,1,0,1,0,.265,.307,.374
