player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Lukes,3,0,0,0,0,0,0,.260,.346,.422
A. Kirk,2,0,0,0,0,0,1,.296,.356,.398
B. Bichette,4,2,1,0,0,1,1,.298,.338,.470
V. Guerrero Jr.,4,1,2,2,1,0,1,.296,.396,.488
A. Barger,4,1,1,1,1,0,2,.267,.318,.511
T. France,4,0,1,1,0,0,2,.357,.419,.500
D. Varsho,2,0,0,0,0,2,1,.233,.287,.586
E. Clement,4,1,1,1,1,0,2,.289,.323,.413
J. Loperfido,2,0,1,0,0,0,1,.382,.427,.539
M. Straw,2,0,0,0,0,0,2,.251,.296,.330
T. Heineman,2,0,1,0,0,1,1,.339,.415,.500
D. Schneider,1,0,1,0,0,0,0,.242,.368,.458
