player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Kurtz,3,1,1,0,0,2,1,.313,.402,.642
S. Langeliers,5,1,1,2,1,0,1,.268,.314,.553
B. Rooker,5,0,0,0,0,0,2,.270,.343,.492
T. Soderstrom,3,2,2,1,1,2,1,.267,.341,.476
L. Butler,2,0,0,0,0,0,0,.231,.302,.410
C. Thomas,3,0,0,0,0,0,1,.241,.283,.463
D. Hernaiz,3,0,1,1,0,0,1,.266,.346,.438
J. Bleday,4,0,0,0,0,0,3,.211,.300,.385
B. Harris,4,0,0,0,0,0,2,.222,.286,.278
L. Urias,2,0,0,0,0,0,1,.232,.314,.342
C. Cortes,1,0,1,0,0,0,0,.286,.311,.357
M. Schuemann,0,0,0,0,0,1,0,.200,.306,.290
