player,ip,h,r,er,bb,k,hr,pc_st,era
J. Ryan,2.0,4,5,5,4,2,1,62-33,3.32
T. Hatch,3.0,6,4,4,1,0,0,66-40,6.23
B. Kriske,2.0,2,2,2,1,3,0,37-23,7.50
M. Tonkin,1.0,1,0,0,0,1,0,12-10,4.00
