player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Moniak,3,0,1,0,0,0,0,.262,.303,.514
T. Freeman,2,1,1,3,1,0,0,.306,.383,.413
E. Tovar,5,0,0,0,0,0,3,.266,.303,.432
H. Goodman,4,1,1,0,0,0,1,.277,.326,.532
J. Beck,4,1,2,1,0,0,0,.278,.342,.462
W. Bernabel,3,2,1,1,1,1,0,.293,.321,.560
K. Karros,3,1,0,0,0,1,1,.290,.389,.387
B. Doyle,4,1,2,2,0,0,0,.237,.283,.375
Y. Fernandez,3,1,2,0,0,0,0,.247,.267,.315
K. Farmer,1,1,1,1,0,0,0,.230,.282,.362
V. Vodnik,0,0,0,0,0,0,0,.000,.000,.000
R. Ritter,4,1,1,1,0,0,1,.241,.291,.370
