player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,3,1,1,2,0,1,0,.269,.337,.459
R. Mauricio,2,0,1,0,0,0,0,.232,.292,.387
J. Soto,3,2,2,2,1,1,1,.251,.390,.494
C. Mullins,2,0,0,0,0,0,1,.225,.325,.352
P. Alonso,6,2,3,2,1,0,0,.269,.349,.519
M. Vientos,4,3,2,1,1,1,0,.246,.295,.434
B. Nimmo,4,4,3,4,2,1,0,.262,.331,.451
S. Marte,4,2,1,1,0,1,1,.282,.361,.436
H. Senger,0,0,0,0,0,0,0,.172,.217,.188
B. Baty,4,2,2,0,0,1,0,.252,.312,.436
T. Taylor,5,2,2,4,0,0,2,.218,.277,.315
L. Torrens,4,1,1,3,1,1,0,.218,.284,.332
R. Stanek,0,0,0,0,0,0,0,.000,.000,.000
