player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,1,1,0,0,0,1,.267,.341,.405
D. Gilbert,0,0,0,0,0,0,0,.261,.261,.500
R. Devers,5,1,1,2,1,0,2,.253,.358,.482
W. Adames,0,0,0,0,0,0,0,.230,.318,.427
C. Schmitt,5,1,2,1,1,0,1,.241,.313,.410
M. Chapman,0,0,0,0,0,0,0,.229,.339,.426
D. Smith,5,1,2,0,0,0,1,.284,.338,.404
W. Flores,5,1,1,2,1,0,1,.242,.310,.383
L. Matos,5,0,1,0,0,0,1,.231,.267,.455
J. Lee,3,1,2,0,0,1,0,.262,.326,.406
C. Koss,4,0,1,0,0,0,0,.252,.294,.351
P. Bailey,4,1,2,2,1,0,1,.210,.270,.297
