player,ip,h,r,er,bb,k,hr,pc_st,era
T. Myers,3.1,5,3,3,2,4,2,66-41,4.78
A. Ashby,1.2,2,1,1,0,1,1,20-14,2.17
S. Miller,1.0,0,0,0,0,1,0,10-8,1.93
J. Koenig,1.0,0,0,0,1,1,0,13-7,3.45
A. Uribe,1.0,0,0,0,0,3,0,15-13,1.92
T. Megill,1.0,1,0,0,0,2,0,22-17,2.20
