player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,4,0,1,0,0,1,1,.264,.367,.440
L. Arraez,3,0,0,0,0,1,1,.296,.332,.404
M. Machado,4,1,1,0,0,0,2,.299,.358,.501
J. Merrill,4,0,1,1,0,0,1,.266,.324,.419
X. Bogaerts,4,0,0,0,0,0,0,.267,.336,.379
G. Sheets,2,1,0,0,0,1,1,.248,.312,.421
J. Iglesias,1,0,0,0,0,0,0,.231,.294,.271
R. Laureano,4,0,2,0,0,0,1,.313,.313,.625
J. Cronenworth,3,0,1,1,0,0,1,.236,.344,.387
F. Fermin,2,0,0,0,0,0,0,.333,.400,.333
R. O'Hearn,1,0,0,0,0,0,0,.111,.200,.111
E. Diaz,1,0,0,0,0,0,0,.203,.268,.307
