player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,5,1,0,0,0,0,3,.248,.327,.343
B. Witt Jr.,5,1,1,0,0,0,0,.293,.344,.500
V. Pasquantino,4,0,0,0,0,1,1,.269,.328,.432
M. Garcia,5,1,2,0,0,0,1,.299,.355,.454
S. Perez,3,1,2,0,0,1,0,.247,.292,.425
T. Tolbert,0,0,0,0,0,0,0,.154,.214,.154
L. Maile,0,0,0,0,0,0,0,.375,.500,.750
A. Frazier,1,0,1,2,0,0,0,1.000,1.000,2.000
J. Caglianone,4,0,1,0,0,1,1,.143,.203,.263
F. Fermin,0,0,0,0,0,0,0,.274,.331,.354
N. Loftin,4,1,1,1,0,0,1,.200,.243,.380
J. Rave,4,2,2,4,2,0,0,.194,.280,.333
K. Isbel,4,0,1,0,0,0,0,.245,.269,.361
