player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,5,1,0,1,0,0,2,.294,.344,.439
E. Sosa,1,0,0,1,0,0,0,.276,.321,.425
K. Schwarber,5,1,1,3,1,0,2,.253,.383,.553
B. Harper,6,3,4,1,1,0,1,.259,.370,.449
A. Bohm,4,2,2,1,0,1,0,.282,.327,.398
N. Castellanos,4,2,2,1,0,0,0,.276,.317,.439
O. Kemp,1,0,0,0,0,0,1,.250,.323,.345
M. Kepler,3,0,1,1,0,0,1,.213,.307,.378
J. Rojas,1,2,1,0,0,0,0,.230,.283,.302
J.T. Realmuto,5,2,3,2,0,0,1,.258,.317,.369
B. Stott,3,0,1,1,0,1,1,.240,.311,.343
B. Marsh,4,0,2,1,0,1,0,.265,.341,.378
