player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,3,0,0,0,0,2,0,.288,.346,.464
C. Mead,3,0,0,0,0,0,0,.225,.320,.342
T. Walls,2,0,1,0,0,0,0,.210,.283,.287
B. Lowe,5,1,1,1,1,0,2,.274,.325,.495
J. Caminero,4,0,1,0,0,1,1,.259,.305,.518
C. Morel,2,1,1,1,1,0,1,.230,.298,.424
J. Aranda,2,0,0,0,0,1,0,.325,.406,.493
J. Lowe,5,0,0,0,0,0,2,.263,.333,.421
J. Caballero,3,0,1,0,0,1,1,.227,.326,.325
D. Jansen,2,1,1,1,1,1,1,.199,.298,.376
M. Thaiss,1,0,0,0,0,0,0,.244,.340,.317
C. Simpson,4,0,2,0,0,0,0,.295,.329,.336
