player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Durbin,3,0,0,0,0,0,0,.257,.338,.363
A. Seigler,2,0,1,0,0,0,0,.205,.273,.205
I. Collins,5,2,3,1,1,0,1,.295,.395,.448
W. Contreras,4,2,3,3,2,0,0,.255,.354,.389
A. Vaughn,4,0,1,0,0,0,1,.348,.412,.629
B. Perkins,3,0,0,0,0,0,3,.262,.314,.492
B. Turang,0,1,0,0,0,1,0,.278,.344,.399
A. Monasterio,3,1,0,0,0,0,1,.237,.297,.356
S. Frelick,1,0,0,0,0,0,0,.291,.350,.404
D. Jansen,3,1,2,0,0,1,0,.231,.313,.308
B. Lockridge,3,0,0,0,0,1,1,.235,.318,.235
J. Ortiz,4,0,2,3,0,0,0,.223,.276,.321
