player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,5,2,4,0,0,0,0,.298,.361,.369
K. Stowers,5,1,2,0,0,0,2,.294,.371,.564
A. Ramirez,3,0,2,1,0,1,0,.243,.289,.460
L. Hicks,5,1,1,1,0,0,0,.254,.347,.362
O. Lopez,3,0,1,1,0,2,0,.245,.319,.375
J. Marsee,4,0,1,0,0,1,1,.438,.591,.938
H. Hernandez,3,1,2,2,1,1,0,.308,.369,.513
D. Hill,0,0,0,0,0,0,0,.217,.280,.359
T. Johnston,3,0,0,0,0,0,2,.167,.167,.250
J. Sanoja,1,0,0,0,0,0,0,.245,.284,.394
G. Pauley,3,1,1,1,1,0,2,.223,.291,.339
D. Myers,1,0,0,0,0,0,0,.244,.299,.336
