player,ip,h,r,er,bb,k,hr,pc_st,era
L. Morales,6.0,2,1,1,0,6,1,97-64,1.72
E. Alvarado,1.0,2,2,2,0,1,2,23-14,3.77
J. Sterner,1.0,1,0,0,0,1,0,18-12,3.75
