player,ip,h,r,er,bb,k,hr,pc_st,era
C. Burns,4.2,2,1,1,4,7,0,91-52,8.10
S. Moll,0.1,1,0,0,0,1,0,9-6,6.35
S. Barlow,1.0,2,0,0,1,3,0,29-21,4.15
G. Ashcraft,1.0,0,0,0,1,2,0,22-14,3.96
T. Santillan,1.0,2,2,2,0,1,1,19-14,3.10
