player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,5,0,1,0,0,0,1,.274,.349,.420
R. Devers,2,0,0,0,0,2,0,.225,.340,.375
W. Adames,4,0,1,0,0,0,1,.232,.318,.411
M. Chapman,3,0,0,1,0,0,1,.229,.340,.430
C. Schmitt,4,0,0,0,0,0,1,.249,.323,.399
J. Encarnacion,3,1,1,1,1,0,0,.167,.167,.400
G. McCray,1,0,0,0,0,0,0,.143,.143,.286
J. Lee,4,1,1,0,0,0,0,.258,.325,.411
C. Koss,2,0,0,0,0,0,0,.257,.301,.371
D. Smith,1,1,1,1,0,0,0,.271,.338,.407
A. Knizner,2,0,0,0,0,0,0,.160,.208,.220
P. Bailey,2,1,2,1,0,0,0,.213,.271,.300
