player,ip,h,r,er,bb,k,hr,pc_st,era
R. Suarez,5.0,5,1,1,2,6,1,80-51,1.99
J. Romano,1.0,1,0,0,0,0,0,12-6,6.82
T. Banks,1.0,0,0,0,0,0,0,12-8,3.20
O. Kerkering,1.0,1,0,0,0,0,0,13-10,2.34
M. Strahm,1.0,1,0,0,0,1,0,24-18,3.57
