player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,5,0,0,0,0,0,3,.258,.361,.429
L. Arraez,4,0,2,0,0,1,0,.292,.329,.397
M. Machado,3,0,1,0,0,1,0,.300,.360,.499
G. Sheets,1,0,0,0,0,0,0,.247,.312,.419
J. Merrill,3,0,0,0,0,0,0,.260,.317,.408
B. Johnson,1,1,0,0,0,1,0,.326,.380,.391
X. Bogaerts,3,0,0,0,0,0,1,.269,.338,.395
J. Iglesias,1,1,0,0,0,1,0,.233,.305,.272
R. O'Hearn,2,0,1,0,0,2,0,.200,.333,.400
R. Laureano,4,0,0,1,0,0,1,.300,.323,.567
J. Cronenworth,3,0,2,1,0,0,1,.245,.354,.395
E. Diaz,3,0,0,0,0,1,0,.198,.266,.300
