player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Busch,3,0,0,0,0,0,0,.261,.339,.488
J. Turner,1,0,0,0,0,0,1,.217,.284,.322
O. Caissie,1,0,0,0,0,0,1,.250,.286,.450
K. Tucker,4,0,1,0,0,0,2,.262,.374,.462
S. Suzuki,3,0,1,0,0,1,0,.244,.319,.477
P. Crow-Armstrong,4,1,2,0,0,0,1,.256,.295,.510
C. Kelly,4,0,1,1,0,0,1,.261,.352,.441
I. Happ,4,1,1,0,0,0,2,.227,.329,.381
N. Hoerner,4,0,0,0,0,0,0,.288,.337,.370
D. Swanson,3,0,1,0,0,1,0,.246,.297,.405
M. Shaw,3,0,1,1,0,0,1,.230,.297,.408
W. Castro,1,0,0,0,0,0,1,.184,.200,.286
