player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,5,0,0,0,0,0,2,.258,.362,.472
M. Olson,4,1,1,0,0,1,3,.269,.365,.455
R. Acuna Jr.,4,1,0,0,0,0,1,.284,.410,.510
D. Baldwin,3,2,2,0,0,2,1,.284,.357,.464
L. Williams,0,0,0,0,0,0,0,.103,.156,.172
S. Murphy,0,0,0,0,0,0,0,.204,.306,.419
O. Albies,4,1,2,1,0,1,0,.236,.305,.353
M. Harris,5,1,2,4,0,0,1,.252,.273,.415
N. Alvarez Jr.,3,0,2,1,0,0,0,.242,.321,.317
J. Fraley,4,0,0,0,0,1,2,.385,.429,.462
N. Allen,4,0,1,0,0,0,2,.222,.285,.249
M. Ozuna,1,0,0,0,0,0,1,.227,.357,.403
V. Brujan,0,0,0,0,0,0,0,.233,.343,.267
