player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,2,0,0,0,0,0,1,.264,.321,.472
O. Peraza,2,0,0,0,0,0,2,.143,.143,.143
N. Schanuel,2,0,0,0,0,0,0,.266,.355,.383
N. Kavadas,1,0,1,0,0,1,0,.200,.333,.200
M. Trout,3,0,0,0,0,0,3,.237,.369,.441
C. Moore,1,0,0,0,0,0,0,.184,.289,.316
T. Ward,4,0,0,0,0,0,1,.231,.314,.479
Y. Moncada,4,0,0,0,0,0,1,.234,.324,.467
J. Adell,4,1,2,1,1,0,0,.236,.299,.486
L. Rengifo,3,0,1,0,0,0,1,.249,.297,.350
L. O'Hoppe,3,0,1,0,0,0,1,.226,.266,.402
B. Teodosio,3,0,0,0,0,0,0,.224,.291,.327
