player,ip,h,r,er,bb,k,hr,pc_st,era
S. Gray,5.0,5,2,2,1,6,0,70-45,3.51
S. Matz,1.0,1,0,0,1,0,0,22-15,3.38
P. Maton,1.0,0,0,0,0,0,0,13-11,1.85
J. Romero,1.0,1,0,0,0,2,0,22-14,2.60
R. Helsley,1.0,1,0,0,1,0,0,20-11,3.19
