player,ip,h,r,er,bb,k,hr,pc_st,era
C. Patrick,5.0,4,2,2,1,2,1,72-45,3.52
D. Hall,2.0,0,0,0,0,2,0,23-14,2.29
N. Mears,0.0,3,2,2,0,0,0,9-6,2.50
J. Koenig,1.0,1,0,0,0,1,0,16-11,4.04
