player,ip,h,r,er,bb,k,hr,pc_st,era
C. Kershaw,5.2,4,2,2,1,8,0,83-54,3.27
E. Henriquez,0.1,1,0,0,0,0,0,7-3,1.98
J. Wrobleski,2.0,2,0,0,0,5,0,44-29,3.97
J. Dreyer,1.0,1,0,0,0,2,0,14-11,2.74
