player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,0,1,1,0,1,0,.279,.337,.348
A. Ramirez,5,0,1,1,0,0,0,.226,.283,.410
J. Marsee,4,0,1,0,0,0,1,.319,.391,.565
O. Lopez,4,0,1,0,0,0,1,.249,.315,.376
H. Hernandez,4,1,1,0,0,0,0,.259,.323,.406
E. Wagaman,3,0,0,0,0,0,0,.238,.289,.372
L. Hicks,0,1,0,0,0,0,0,.254,.352,.356
J. Wiemer,2,2,1,1,1,1,0,.278,.308,.500
T. Johnston,1,0,0,0,0,0,0,.260,.305,.351
M. Acosta,3,0,1,0,0,0,2,.225,.295,.475
V. Mesa Jr.,1,1,1,2,0,0,0,.273,.385,.500
J. Sanoja,4,0,0,0,0,0,0,.236,.282,.378
