player,ip,h,r,er,bb,k,hr,pc_st,era
B. Woo,5.0,4,3,3,3,3,1,84-56,3.02
C. Ferguson,0.0,1,1,1,1,0,0,11-6,4.07
E. Bazardo,1.0,0,0,0,0,0,0,6-4,2.65
G. Speier,0.2,2,2,2,1,2,0,26-17,2.39
C. Vargas,0.1,0,0,0,0,1,0,3-3,3.66
L. Jackson,1.0,0,0,0,0,2,0,13-9,4.43
