player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Gonzalez,3,0,0,0,0,1,1,.288,.329,.509
M. Yoshida,1,0,0,0,0,0,0,.233,.276,.367
D. Hamilton,0,0,0,0,0,0,0,.178,.240,.267
A. Bregman,4,0,3,0,0,0,0,.309,.393,.540
R. Anthony,4,0,0,0,0,0,3,.280,.398,.439
T. Story,4,0,0,0,0,0,1,.257,.303,.419
J. Garcia,3,0,0,0,0,1,3,.000,.250,.000
J. Duran,3,0,0,0,0,1,1,.259,.334,.446
C. Rafaela,4,0,0,0,0,0,0,.248,.293,.418
N. Eaton,1,0,0,0,0,1,0,.241,.303,.310
N. Lowe,2,1,1,0,0,0,0,.300,.385,.800
C. Wong,4,0,2,1,0,0,0,.189,.253,.227
