player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Simpson,4,0,1,1,0,0,0,.287,.320,.335
Y. Diaz,4,0,0,0,0,0,2,.290,.348,.468
B. Lowe,4,0,0,0,0,0,2,.262,.314,.485
J. Caminero,4,1,1,0,0,0,1,.261,.301,.535
J. Lowe,4,1,1,2,1,0,2,.241,.305,.406
J. Mangum,4,0,1,0,0,0,1,.295,.330,.367
R. Palacios,2,1,1,1,1,0,0,.278,.316,.500
C. Morel,1,0,0,0,0,0,1,.227,.290,.405
C. Williams,1,0,0,0,0,0,1,.205,.255,.386
T. Gray,3,2,1,1,1,1,1,.244,.289,.512
H. Feduccia,2,0,1,0,0,0,0,.138,.257,.190
N. Fortes,1,0,0,0,0,0,0,.154,.279,.269
