player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,5,1,0,0,0,0,1,.292,.351,.409
N. Jones,2,2,2,1,0,1,0,.229,.317,.329
W. Wilson,1,0,0,0,0,0,0,.172,.250,.224
J. Ramirez,3,3,1,2,1,2,0,.299,.364,.503
C. Santana,3,1,0,0,0,2,1,.230,.327,.355
D. Schneemann,4,0,1,2,0,0,1,.213,.293,.371
J. Rodriguez,1,0,0,0,0,0,1,.143,.200,.238
A. Martinez,4,1,1,4,1,1,1,.238,.264,.371
B. Naylor,3,0,0,0,0,0,0,.177,.278,.365
D. Fry,1,0,0,0,0,0,0,.150,.215,.317
A. Hedges,1,0,0,0,0,0,0,.114,.220,.228
J. Noel,4,0,0,0,0,0,1,.140,.162,.215
B. Rocchio,4,2,3,1,1,0,0,.193,.262,.275
