player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Springer,5,1,1,1,1,0,1,.300,.393,.550
N. Lukes,3,0,0,0,0,0,1,.255,.326,.398
M. Straw,2,1,0,0,0,0,0,.263,.312,.364
V. Guerrero Jr.,5,0,3,0,0,0,1,.304,.396,.500
D. Varsho,5,0,0,0,0,0,3,.232,.288,.579
A. Kirk,3,0,0,0,0,1,1,.291,.360,.422
T. Heineman,1,1,0,1,0,0,0,.303,.377,.447
A. Barger,2,0,1,0,0,1,1,.250,.305,.463
E. Clement,3,1,1,0,0,1,0,.275,.312,.398
J. Loperfido,2,0,0,0,0,0,1,.349,.400,.494
T. France,1,0,0,0,0,0,0,.316,.365,.434
D. Schneider,0,0,0,0,0,1,0,.240,.357,.468
A. Gimenez,2,0,0,0,0,0,0,.211,.288,.313
I. Kiner-Falefa,2,0,1,2,0,0,1,.250,.308,.333
