player,ip,h,r,er,bb,k,hr,pc_st,era
Z. Gallen,6.0,9,2,2,0,3,0,89-59,5.48
A. Saalfrank,1.0,0,0,0,0,0,0,12-8,0.00
K. Graveman,1.0,0,0,0,0,0,0,7-4,5.65
K. Ginkel,1.0,1,0,0,0,2,0,20-13,7.36
