player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Donovan,3,1,1,1,1,0,1,.293,.364,.430
J. Fermin,1,0,0,0,0,0,1,.455,.500,.636
M. Winn,3,0,0,0,0,0,0,.257,.320,.384
G. Hampson,1,1,1,0,0,0,0,.231,.286,.308
A. Burleson,2,0,0,0,0,2,0,.288,.331,.458
W. Contreras,3,0,0,0,0,0,1,.246,.337,.416
Y. Pozo,1,0,0,0,0,0,0,.321,.325,.462
L. Nootbaar,4,1,1,1,0,0,1,.227,.334,.375
N. Arenado,3,0,1,0,0,0,0,.248,.307,.394
T. Saggese,1,0,0,0,0,0,0,.239,.257,.343
N. Gorman,2,0,0,0,0,2,1,.213,.306,.388
P. Pages,3,0,0,1,0,1,1,.217,.268,.353
V. Scott,4,0,0,0,0,0,1,.238,.323,.328
