player,ip,h,r,er,bb,k,hr,pc_st,era
N. Lodolo,7.0,4,2,2,1,7,1,97-62,3.33
G. Ashcraft,1.0,0,0,0,0,1,0,10-8,3.54
S. Moll,0.2,1,2,0,1,1,0,22-11,5.40
E. Pagan,0.1,2,0,0,0,0,0,12-8,2.90
