player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,4,0,1,0,0,1,2,.298,.363,.412
I. Collins,3,0,0,0,0,2,1,.277,.377,.432
W. Contreras,5,0,0,0,0,0,0,.258,.356,.391
C. Yelich,2,2,0,0,0,2,0,.264,.345,.465
A. Vaughn,4,0,1,0,0,0,1,.320,.386,.578
A. Seigler,3,0,0,0,0,1,1,.200,.305,.200
B. Turang,3,1,3,1,0,1,0,.284,.348,.421
B. Perkins,3,0,0,1,0,0,2,.238,.312,.417
C. Durbin,1,0,0,0,0,0,1,.251,.329,.370
J. Ortiz,3,0,0,0,0,0,0,.231,.283,.327
D. Jansen,1,0,1,1,0,0,0,.240,.333,.320
B. Lockridge,0,0,0,0,0,0,0,.294,.350,.412
