player,ip,h,r,er,bb,k,hr,pc_st,era
M. Gore,6.0,8,2,2,1,5,1,97-60,2.89
R. Loutos,1.0,2,1,1,2,0,0,20-9,10.80
J. Rutledge,1.0,1,0,0,0,0,0,11-8,5.40
C. Henry,1.0,0,0,0,0,2,0,15-9,2.22
