player,ip,h,r,er,bb,k,hr,pc_st,era
T. Holton,1.0,0,0,0,0,1,0,11-7,4.09
S. Gipson-Long,3.0,3,2,1,1,2,0,55-35,3.97
C. Lee,2.0,1,0,0,1,0,0,29-17,2.11
B. Hurter,1.0,2,1,0,0,0,0,23-15,1.67
W. Vest,0.2,3,3,3,0,1,0,28-19,2.57
B. Hanifee,1.1,2,2,2,0,1,1,21-14,3.60
