player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Acuna Jr.,4,0,0,0,0,0,1,.280,.405,.502
M. Olson,3,1,1,0,0,1,1,.269,.366,.458
O. Albies,4,1,2,1,1,0,1,.238,.307,.360
M. Ozuna,4,0,2,0,0,0,1,.229,.358,.404
L. Williams,0,0,0,0,0,0,0,.103,.156,.172
M. Harris,4,0,0,0,0,0,0,.250,.271,.412
H. Kim,4,0,2,0,0,0,0,.500,.500,.500
E. White,4,1,1,1,1,0,1,.233,.272,.392
S. Murphy,3,0,0,0,0,0,0,.202,.303,.415
V. Brujan,0,0,0,0,0,0,0,.233,.343,.267
N. Alvarez Jr.,2,0,0,0,0,0,0,.238,.316,.311
D. Baldwin,1,0,0,0,0,0,0,.283,.356,.462
