player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,1,2,1,0,0,0,.285,.346,.400
D. Schneemann,1,0,0,0,0,1,1,.232,.322,.402
N. Jones,0,0,0,0,0,0,0,.216,.311,.304
J. Ramirez,4,1,0,0,0,0,1,.296,.372,.523
K. Manzardo,3,0,1,1,0,0,0,.235,.310,.460
C. Santana,1,0,0,0,0,0,0,.229,.318,.341
B. Naylor,3,0,0,0,0,0,1,.179,.282,.375
D. Fry,1,0,0,0,0,0,0,.172,.230,.355
A. Hedges,0,0,0,0,0,0,0,.133,.220,.238
G. Arias,4,0,1,1,0,0,2,.236,.294,.384
A. Martinez,4,0,0,0,0,0,1,.233,.268,.379
C. Kayfus,4,1,1,0,0,0,1,.167,.167,.250
B. Rocchio,4,0,1,0,0,0,2,.231,.286,.328
