player,ip,h,r,er,bb,k,hr,pc_st,era
G. Canning,4.1,4,6,6,5,2,0,89-50,3.80
M. Kranick,2.0,2,0,0,1,1,0,26-16,3.65
T. Adcock,1.2,0,0,0,1,4,0,40-27,0.00
R. Stanek,0.2,2,3,3,1,1,1,19-12,4.88
J. Young,0.1,1,0,0,1,0,0,11-4,0.00
