player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Gonzalez,2,1,2,2,1,0,0,.311,.345,.507
N. Lowe,2,0,0,0,0,1,1,.283,.361,.491
A. Bregman,4,1,1,0,0,1,1,.279,.361,.474
T. Story,4,1,1,0,0,1,1,.263,.311,.442
R. Refsnyder,5,1,2,3,1,0,1,.281,.361,.500
J. Duran,3,1,1,0,0,0,1,.259,.335,.445
C. Narvaez,4,0,1,0,0,0,0,.252,.320,.429
N. Eaton,3,0,0,0,0,0,0,.245,.305,.302
M. Yoshida,1,0,0,1,0,0,0,.241,.290,.346
D. Hamilton,0,0,0,0,0,0,0,.203,.259,.316
N. Sogard,4,1,1,0,0,0,2,.253,.317,.347
C. Rafaela,4,0,0,0,0,0,3,.241,.285,.410
